Seq,RAdeg,DEdeg,Fprob,Pany,Deep,D20,FFlux_bay,HFlux_bay,SFlux_bay,Source_Name_1,RA_1,DEC_1,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,S_Code,FLAG_DEEP,flag_clean,Z_BEST,Z_BEST_SOURCE,Z_SPEC,Z_SOURCE,Z_QUAL,Cat,SFR_cons,Radio_excess,RadioAGN_final
105,217.1714512,32.5396206,2.2474E-280,0.999055,1,97708,2.721911868987501E-13,1.254141678676079E-13,1.0001956091833643E-13,ILTJ142841.15+323222.3,217.17146403019728,32.539546066151935,0.001369567266629251,1.7859312393624546E-4,9.794088073832102E-4,5.7219198191887695E-5,M,1,1,0.1273886,1.0,0.1273886,2,4,Bootes,-0.23,0.76,1
108,218.1876044,32.5449475,2.3903E-10,0.977503,1,99974,1.9150807584584505E-14,-5.750072698958265E-15,7.0652646350693416E-15,ILTJ143244.89+323243.1,218.18705238699476,32.54531582626323,7.060923076390158E-4,1.6275929158090748E-4,4.1726100091302084E-4,6.454816996042958E-5,S,1,1,2.391129,1.0,2.391129,2,4,Bootes,-99.0,-99.0,-1
110,217.5453916,32.549211,0.0,0.99943,1,101664,4.814267910404293E-13,2.2418798312833075E-13,1.805027857344002E-13,ILTJ143010.86+323257.0,217.54525530609627,32.54918438331705,0.0016083758330462277,1.3291321814304884E-4,0.00148448178082947,5.3962348392815325E-5,M,1,1,1.024424,1.0,1.024424,2,4,Bootes,1.93,0.53,0
111,217.6276675,32.5504243,6.8722E-12,0.964561,1,102136,1.449451200804265E-14,1.605888909162965E-14,1.5395660184395438E-15,ILTJ143030.67+323301.2,217.62779606319404,32.550336706806206,3.303123967221927E-4,1.0643396994789338E-4,3.0595306991876135E-4,5.8217505966203845E-5,S,1,1,1.4627,0.0,,,,Bootes,1.74,0.41,0
120,216.5666875,32.573538,1.5149E-7,0.973219,1,111625,7.272345465358823E-15,5.6752802957052394E-15,1.4853832038478739E-15,ILTJ142616.06+323424.3,216.56689753651872,32.57342514363017,7.353258732605909E-4,1.4722189321397287E-4,5.276796576716566E-4,6.746484352941649E-5,S,1,1,1.1978,0.0,,,,Bootes,1.41,0.92,1
121,217.539087,32.5832,7.8207E-8,0.953488,1,115450,1.581227635618539E-14,9.95152156843429E-15,2.923101483371323E-15,ILTJ143009.52+323457.9,217.5396801452586,32.58275330405398,4.821220744555717E-4,1.2468963870036797E-4,3.4480151720430894E-4,5.6941696202848785E-5,S,1,1,1.0507,0.0,,,,Bootes,1.69,0.29,0
127,216.5262953,32.5864276,1.6062E-14,0.996494,1,117003,1.626124206527309E-14,1.301436926171571E-14,2.9963781385866823E-15,ILTJ142606.42+323510.3,216.52673754195564,32.58620768908448,5.783768288136084E-4,1.3142508055771426E-4,4.6549480251463883E-4,6.545056695079753E-5,S,1,1,0.8137,0.0,,,,Bootes,1.39,0.44,0
129,216.6507324,32.5918264,8.4416E-17,0.992501,1,119212,2.536821375032472E-14,-5.295454145045797E-15,1.0134015715463387E-14,ILTJ142636.24+323530.1,216.65101292774958,32.5916984184629,9.065516190282983E-4,1.2756700376001826E-4,7.80054733801491E-4,6.650922544909026E-5,S,1,1,1.4314,0.0,,,,Bootes,2.03,0.51,0
132,217.8956339,32.6074962,2.5119E-8,0.993686,1,125669,8.807614283569603E-15,-5.830939697959795E-15,1.797343580935945E-15,ILTJ143134.86+323627.6,217.89523659102622,32.6076756290815,3.2796510665444276E-4,1.0039608900313158E-4,3.0316400822489947E-4,5.467669653532197E-5,S,1,1,0.3502,0.0,,,,Bootes,0.68,0.11,0
137,217.7395957,32.6225041,2.8419E-43,0.992087,1,131755,4.581747912445591E-14,3.5761532086683866E-14,1.2434378350766187E-14,ILTJ143057.47+323721.4,217.73944550006226,32.62262771321566,6.00366203058955E-4,9.22963664839274E-5,5.935962728841683E-4,5.2846547961958864E-5,S,1,1,1.3653,0.0,,,,Bootes,1.82,0.52,0
158,216.843819,32.6546887,2.2356E-9,0.988171,1,144512,4.6600402685284035E-15,4.651094534435872E-15,1.0075701970009921E-15,ILTJ142722.50+323913.8,216.8437376342608,32.65385529651912,8.301599168959212E-4,1.8768857596452348E-4,3.9228845190715435E-4,6.355087231270319E-5,S,1,1,0.3598,0.0,,,,Bootes,1.0,0.21,0
168,218.1047664,32.6717275,1.4297E-8,0.985929,1,152133,1.585171061464705E-14,-5.684428134835093E-15,6.80096838730529E-15,ILTJ143225.07+324018.9,218.10445992494743,32.67193278876756,4.914692672440941E-4,9.770047733179998E-5,4.513263718973885E-4,5.309313841560191E-5,S,1,1,0.6572,0.0,,,,Bootes,1.56,-0.03,0
175,216.876427,32.6853641,3.5135E-10,0.985227,1,157800,4.018185360129843E-15,-5.080031644226435E-16,1.2702033300644351E-15,ILTJ142730.24+324105.8,216.87598336790893,32.6849446457631,6.898566555421121E-4,1.3769489289299516E-4,4.7215954034619703E-4,6.011468043737293E-5,S,1,1,1.7807,0.0,,,,Bootes,2.2,0.43,0
176,217.9326586,32.6897535,1.5391E-8,0.015741,1,159948,9.682099459642547E-15,1.0798334100154876E-14,-1.0827980987964768E-15,ILTJ143143.77+324124.8,217.93235538864246,32.6902264267459,4.192386853697984E-4,1.1742748981348289E-4,3.3276020281517045E-4,5.7893082884896784E-5,S,1,1,2.1242,0.0,,,,Bootes,1.54,1.1,1
177,216.4324531,32.6847424,1.3958E-10,0.933996,1,157540,1.2802139860306458E-14,-5.155362056945545E-15,5.135176201545518E-15,ILTJ142543.63+324103.4,216.43180688857964,32.684280127331924,5.671582872292395E-4,1.5263391683966715E-4,3.591218610202867E-4,6.39316521468591E-5,S,1,1,1.2901,0.0,,,,Bootes,1.87,0.38,0
179,218.1767307,32.6923521,4.4855E-7,0.873224,1,161007,5.11603011825098E-15,-7.057260287379882E-16,2.222230912481423E-15,ILTJ143242.17+324132.9,218.17572907627434,32.692497920891334,0.0030408304875186357,1.2094266951619706E-4,0.0027545484598393228,6.526192192970578E-5,S,1,1,0.7131,0.0,,,,Bootes,0.93,1.53,1
187,216.4157295,32.6959718,9.0485E-21,0.990567,1,162338,3.0463817546289627E-14,4.978950058910415E-14,1.6028826511278617E-15,ILTJ142539.84+324143.8,216.41600888479093,32.69550208052665,6.605407262686425E-4,1.0948751917546814E-4,6.02833465303847E-4,5.887861055126184E-5,S,1,1,1.092569,1.0,1.092569,2,4,Bootes,1.78,0.37,0
200,218.224611,32.7220452,6.2065E-14,0.987787,1,174145,8.281853320887022E-15,3.002189956783288E-15,3.51713077619984E-15,ILTJ143253.88+324319.0,218.22451153344718,32.72194574858767,0.18011920299165685,6.448502605296499E-4,0.16723508901718037,2.2175221351790242E-4,M,1,1,0.2632,0.0,,,,Bootes,0.25,3.04,1
203,216.7172938,32.7234841,9.992E-47,0.992013,1,174541,1.2637079484789328E-14,5.1467704685206426E-15,4.910027094002213E-15,ILTJ142652.19+324323.1,216.71744960304798,32.72309775746273,0.0011615848739327285,2.738715008522053E-4,3.290585190436949E-4,6.161282183020363E-5,S,1,1,0.8554,0.0,,,,Bootes,1.7,0.46,0
204,218.0109205,32.7287286,4.8451E-20,0.85165,1,176824,9.253334192134116E-15,1.3894324887577407E-14,-1.7852498874350825E-16,ILTJ143202.52+324343.1,218.01050210635884,32.72864814583682,8.758039861801437E-4,9.963695169808983E-5,7.478287311965489E-4,5.162883839068162E-5,S,1,1,0.7236,0.0,,,,Bootes,0.77,1.17,1
211,216.7705625,32.7319895,1.4397E-19,0.976793,1,178214,4.172006889920611E-15,1.823568367855821E-15,1.3594929592456356E-15,ILTJ142704.97+324354.7,216.770711261365,32.73186708359518,7.612956225441705E-4,1.577466348085401E-4,6.902342188672279E-4,8.486492456681035E-5,S,1,1,1.0532,0.0,,,,Bootes,1.97,0.2,0
218,218.0902834,32.7410926,3.2233E-48,0.99503,1,182179,1.2253189021976316E-14,6.40515950199737E-15,4.363347160230384E-15,ILTJ143221.63+324428.0,218.09011330271392,32.74111401750881,4.762841841562856E-4,9.726545559557986E-5,4.0989366238969484E-4,5.0631901450571256E-5,S,1,1,0.8632,0.0,,,,Bootes,1.48,0.32,0
223,216.8811168,32.7431059,1.1434E-61,0.997229,1,183114,1.1872771704664303E-14,1.7298650030911186E-14,9.564221950933967E-16,ILTJ142731.42+324434.4,216.8809108470801,32.74290751555261,0.002993929827894337,9.585595498919346E-5,0.0028916616628180776,5.40659890398436E-5,S,1,1,0.9483,0.0,,,,Bootes,1.45,1.25,1
246,218.1676835,32.7722786,1.2653E-121,0.997831,1,195527,2.6357849565390914E-14,1.730409898644537E-14,8.506892913641987E-15,ILTJ143240.19+324620.3,218.16745052739205,32.772327575468644,0.0019631006447862745,1.8248109153214378E-4,0.0010092277492805297,5.628792860079557E-5,M,1,1,1.0534,0.0,,,,Bootes,1.62,0.99,1
251,216.7394856,32.7747604,1.5833E-47,0.996577,1,196564,1.376621616123032E-14,1.8674959899400725E-14,1.7669295223981184E-15,ILTJ142657.43+324628.5,216.73928919635372,32.77459967203651,8.683747151443165E-4,1.1396602000252832E-4,7.805822833277961E-4,6.120506472322283E-5,S,1,1,0.5312,0.0,,,,Bootes,1.37,0.21,0
261,216.9946853,32.7948072,0.0,0.998114,1,205034,7.137358237685408E-13,3.6349070279021415E-13,2.726717165832017E-13,ILTJ142759.69+324739.1,216.99872236759418,32.794214879359274,0.7303533368255674,0.001957760421091678,0.11048547771114223,9.955079552310053E-5,M,1,1,0.5696241,1.0,0.5696241,2,4,Bootes,1.74,2.81,1
271,217.1102804,32.8026773,3.71E-9,0.981646,1,208490,1.5509406239620376E-14,2.3612356812372114E-14,-1.3603920309256377E-16,ILTJ142826.37+324808.9,217.1098572004311,32.802497329238754,4.0483203372830085E-4,9.481605811691821E-5,3.6854235271503824E-4,5.107278814982581E-5,S,1,1,1.068784,1.0,1.068784,2,4,Bootes,1.69,0.23,0
