Seq,RAdeg,DEdeg,Fprob,Pany,Deep,D20,FFlux_bay,HFlux_bay,SFlux_bay,Source_Name_1,RA_1,DEC_1,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,S_Code,FLAG_DEEP,flag_clean,Z_BEST,Z_BEST_SOURCE,Z_SPEC,Z_SOURCE,Z_QUAL,Cat,SFR_cons,Radio_excess,RadioAGN_final
2128,218.1358695,33.9842926,0.0,0.996724,1,877952,6.102289429913121E-14,4.852239754592046E-14,1.8113962340107595E-14,ILTJ143232.60+335903.5,218.13581494162491,33.98430457813237,0.003409219456087031,8.714450581817072E-5,0.0033777619109871867,3.63470267620869E-5,M,1,1,2.244,1.0,2.244,1,3,Bootes,2.54,0.98,1
2139,217.2106886,33.9905036,1.7065E-10,0.984822,1,882072,4.492821351380144E-15,-5.399189289487007E-16,1.6267118056707576E-15,ILTJ142850.55+335925.3,217.21062857218598,33.99036972974637,4.580799935245306E-4,1.0364064955169821E-4,2.8164143890748984E-4,4.212494565753623E-5,S,1,1,1.686,1.0,1.686,1,3,Bootes,2.0,0.41,0
2145,217.2164645,33.9934673,2.8102E-19,0.993795,1,883929,7.28522557895156E-15,1.3409470593558296E-14,-1.5160892912183985E-16,ILTJ142851.97+335935.6,217.21652422924512,33.99322546206127,9.171303906437488E-4,7.278259834988744E-5,8.846257996326026E-4,4.099611499879115E-5,S,1,1,0.543,1.0,0.543,1,3,Bootes,0.83,0.84,1
2158,217.3079406,34.0033353,0.0,0.998302,0,890578,6.420175132020069E-14,3.4623641900683254E-14,2.3836341059101972E-14,ILTJ142913.80+340010.6,217.307514826447,34.00296095628282,5.953806479092228E-4,8.997213198075128E-5,4.690454703304179E-4,4.412858675240525E-5,M,1,1,0.49,1.0,0.49,1,3,Bootes,1.21,0.14,0
2160,219.0920581,33.9979345,2.596E-12,0.834427,1,886821,1.3801361445664374E-14,1.1459555825630452E-14,3.4361096166587755E-15,ILTJ143621.99+335950.1,219.0916230973961,33.99727099779436,0.7722780980261575,6.839207572066947E-4,0.15886910279847957,9.88952405314194E-5,M,1,1,1.2569,0.0,,,,Bootes,1.48,3.9,1
2174,216.3039473,34.0084468,4.3411E-206,0.995581,1,894093,1.8567126258018338E-13,1.0663510089380067E-13,6.341854358433657E-14,ILTJ142512.93+340030.3,216.3038732906417,34.008419348460095,8.47914528526509E-4,1.1219757766448085E-4,7.852617230799109E-4,4.958154003543313E-5,M,1,1,0.9469701,1.0,0.9469701,3,4,Bootes,1.75,0.37,0
2179,216.295578,34.0100021,2.1886E-17,0.995275,1,895078,2.0229637700478124E-14,1.731125123910253E-14,4.005243409362254E-15,ILTJ142510.91+340035.5,216.2954772130807,34.00988493786026,3.519261089704533E-4,1.0341539951209075E-4,2.859443957339141E-4,5.05122038314489E-5,S,1,1,1.525,1.0,1.525,1,3,Bootes,1.85,0.35,0
2186,218.9082498,34.0164409,2.1043E-18,0.930291,1,899065,9.501096573284757E-15,1.051946217816205E-14,1.4417254954532924E-15,ILTJ143537.88+340058.1,218.90781801535735,34.01614444561476,3.8734171654717736E-4,7.155314674716428E-5,3.5216131980419645E-4,3.851152557003111E-5,S,1,1,0.736,1.0,0.736,1,3,Bootes,0.94,0.65,0
2189,218.5182923,34.0220665,2.4454E-9,0.921698,1,902929,3.25033206661991E-15,4.012893405689922E-15,-3.2199636552602884E-16,ILTJ143404.41+340119.1,218.5183628927096,34.02199180970172,2.9648846392865496E-4,5.5259645836762305E-5,3.573339464329192E-4,3.583925234303983E-5,S,1,1,1.5714,0.0,,,,Bootes,1.75,0.42,0
2191,218.5227192,34.0234734,5.907E-11,0.849871,1,904095,3.9715411813876115E-15,4.176568701622304E-15,4.403532911214532E-16,ILTJ143405.49+340124.6,218.52288403642436,34.02351768934324,1.91139114541635E-4,6.0414469239063974E-5,2.0857229695086396E-4,3.667634266944532E-5,S,1,1,0.3949,0.0,,,,Bootes,0.16,0.56,0
2195,218.3010639,34.024223,5.9907E-7,0.008695,1,905444,3.933773038832642E-15,-2.898718617569346E-16,1.39263554572606E-15,ILTJ143312.02+340132.5,218.30007821918477,34.02570208186668,0.017034990203157324,7.946380373158439E-5,0.01810218113031608,4.06509001586528E-5,M,1,1,1.761,0.0,,,,Bootes,1.97,2.05,1
2198,218.4990817,34.0257025,4.8511E-58,0.998189,1,905375,1.6972254515880502E-14,1.4012321323491483E-14,4.069417566288506E-15,ILTJ143359.74+340130.2,218.4989327316396,34.0250762954194,3.20659096774684E-4,7.987515046786166E-5,2.588771813018116E-4,3.91815596596044E-5,S,1,1,1.519,1.0,1.519,1,3,Bootes,2.37,-0.24,0
2208,218.4196494,34.0349628,5.8541E-33,0.981904,1,911999,1.357149680551558E-14,6.2285278383687175E-15,5.2662797652558695E-15,ILTJ143340.83+340206.5,218.4201213741925,34.03515024909394,7.585199528091436E-4,1.0345337420154108E-4,4.772128340929109E-4,4.32402491877342E-5,M,1,1,0.274,1.0,0.274,1,3,Bootes,0.91,-0.0,0
2212,218.1475745,34.0384296,2.245E-19,0.983859,1,914077,6.4649200361586735E-15,8.171508524420364E-15,-1.2790763903562762E-16,ILTJ143235.43+340217.5,218.14762145346094,34.03819619534654,0.0010585222772031362,9.643273876735214E-5,9.719003224462681E-4,3.723144912146381E-5,M,1,1,0.9567,0.0,,,,Bootes,1.11,1.17,1
2215,217.0448591,34.0382897,2.9109E-36,0.990475,1,914342,2.599123483941844E-14,4.316327601580289E-14,-3.7557278391071586E-16,ILTJ142810.77+340219.1,217.0448887938577,34.038646013293686,6.04710841814714E-4,9.321344663236658E-5,4.7704214613286856E-4,3.8381736005248966E-5,M,1,1,0.237,1.0,0.237,1,3,Bootes,0.9,-0.23,0
2220,216.6709166,34.0393262,3.9643E-19,0.990881,1,914797,1.2180253311185675E-14,7.327098287540536E-15,3.8316165047488625E-15,ILTJ142640.94+340220.7,216.67059786265764,34.039108834429285,0.0013975932951355203,7.901069227966188E-5,0.0013128082266244967,4.373622003621757E-5,S,1,1,1.349,1.0,1.349,1,3,Bootes,2.25,0.41,0
2230,217.6123319,34.0478124,3.824E-9,0.758456,1,920383,7.415616352486667E-15,1.1817769978701429E-14,3.807521647654822E-16,ILTJ143026.90+340247.6,217.61209033599155,34.04657478950156,2.6299901823759734E-4,7.194278186340248E-5,2.3006171652373896E-4,3.792638920979552E-5,S,1,1,0.8971,0.0,,,,Bootes,0.97,0.65,0
2233,216.4694832,34.0445291,5.312E-47,0.997007,1,918521,1.9873651146782425E-14,7.015933460373242E-15,8.402716386441047E-15,ILTJ142552.70+340240.0,216.46958736660164,34.04446883612911,0.004222447767669051,1.7190431428489402E-4,0.0034173165488290518,5.191625781299081E-5,M,1,1,0.562,1.0,0.562,9,3,Bootes,2.41,-0.17,0
2236,219.3974045,34.042413,1.8577E-9,0.990214,1,917072,8.341422526186303E-15,-5.193492263125954E-15,2.882312178246316E-15,ILTJ143735.36+340232.2,219.39731434497364,34.042299731528104,5.198858559196071E-4,1.0083826234594056E-4,4.1158587366628104E-4,4.964399759175465E-5,S,1,1,1.4112,0.0,,,,Bootes,1.8,0.51,0
2238,217.8693635,34.054941,2.6881E-12,0.994779,0,928979,9.247800816198828E-15,8.900737269532149E-15,1.4659213864716793E-15,ILTJ143128.70+340317.6,217.86959653841853,34.05489153289587,6.50717260655374E-4,6.45443382597819E-5,6.173175074236348E-4,3.5915085905993295E-5,S,1,1,0.3300907,1.0,0.3300907,3,4,Bootes,-0.35,1.47,1
2242,218.6666436,34.0527498,5.3855E-19,0.324023,0,926798,1.5780284020646502E-14,1.1843730145678196E-14,4.854286844608525E-15,ILTJ143439.98+340311.6,218.66657367889567,34.0532216591916,3.073181345344558E-4,6.496906827757476E-5,3.097052840118293E-4,3.761711033982235E-5,S,1,1,1.824,0.0,,,,Bootes,1.58,0.77,0
2248,218.7206116,34.0569367,1.4149E-7,0.945548,0,930847,4.9162698910887674E-15,-6.578625493429429E-16,2.1913882954027614E-15,ILTJ143452.92+340324.2,218.72049106458292,34.056721639187124,0.003090641039217236,1.87674314658035E-4,0.0012329323973217484,3.9352809024421734E-5,M,1,1,1.2169,0.0,,,,Bootes,0.63,2.39,1
2253,218.612348,34.0609293,2.4617E-19,0.991211,1,935023,1.3355068111982004E-14,1.2372513326266095E-14,2.44176896013941E-15,ILTJ143426.87+340338.4,218.6119761354482,34.06068342215265,9.465621163675602E-4,7.728569182928019E-5,8.541080733606334E-4,4.1622705365686706E-5,S,1,1,0.9844,0.0,,,,Bootes,1.32,0.92,1
2262,216.7875482,34.0648995,3.8597E-7,0.145633,1,939487,7.44037786925359E-15,2.315823629426075E-15,2.281695052229854E-15,ILTJ142708.91+340352.2,216.78713978499135,34.06452582877186,3.57417780354694E-4,9.056365984020685E-5,3.552671700939774E-4,3.9876588012703E-5,M,1,1,2.2368,0.0,,,,Bootes,1.8,0.8,0
2264,218.0079712,34.0686947,9.9303E-23,0.842037,0,944013,1.7414915097946258E-14,7.51079992257771E-15,7.120498645854057E-15,ILTJ143203.65+340405.7,218.01521077215824,34.068273365666826,0.002897867447715465,3.8265353067345326E-4,1.7292120610834126E-4,2.1581563506735593E-5,S,0,1,1.9402,0.0,,,,Bootes,1.81,1.56,1
2273,217.1576321,34.0716349,2.3803E-9,0.982084,0,947047,7.387104484056972E-15,4.6117585901462186E-15,2.332239570841681E-15,ILTJ142837.83+340416.9,217.15760477377236,34.0713853588588,3.352338403634266E-4,8.561537743838298E-5,2.593852800773214E-4,4.141502690359659E-5,S,1,1,1.805,1.0,1.805,1,3,Bootes,1.2,1.21,1
2274,218.9774215,34.0681943,3.7498E-10,0.997391,1,943407,4.709708442996242E-15,1.7339812988851735E-15,1.3842116398528368E-15,ILTJ143554.23+340405.5,218.97597583664822,34.068194201632785,9.863094249804095E-4,1.4675735078221175E-4,5.33150305808172E-4,3.734310934669338E-5,M,1,1,1.607,1.0,1.607,1,3,Bootes,2.07,0.62,0
2282,216.5322874,34.0741068,0.0,0.997552,1,949780,1.2873273523914233E-13,3.9140010623876607E-14,5.802353025445141E-14,ILTJ142607.71+340426.6,216.53212546181652,34.074063617916664,0.052316124795123965,1.4772944325874054E-4,0.04472807874107221,5.855903964402387E-5,M,1,1,2.1147,0.0,,,,Bootes,3.25,1.35,1
