,40.0,40.67,41.33,42.0,42.67,43.33,44.0,44.67,45.33,46.0
20.0,,,,,,,,,,
20.73,,,,,,,,,,
21.45,,,,,,,,,,
22.18,,,,,,,,,,
22.91,,,,,,,,,,
23.64,,,,,,,,,,
24.36,,,,,,,,4.440118456656555e-07,7.760091541702975e-08,
25.09,,,,,,,,6.190048322779429e-08,3.9134413409001883e-08,1.2065850412511023e-08
25.82,,,,,,,,2.8926250114176492e-08,1.0925883237300352e-08,
26.55,,,,,,,,,,
27.27,,,,,,,,,,
28.0,,,,,,,,,,
