,40.0,40.67,41.33,42.0,42.67,43.33,44.0,44.67,45.33,46.0
20.0,,,,,,,,,,
20.73,,,,,,,,,,
21.45,,,,,,,,,,
22.18,,,,,,,,,,
22.91,,,,,,,,,,
23.64,,,,,,,,,,
24.36,,,,,,,,3.063228614595812e-07,1.8734518245236063e-07,
25.09,,,,,,,,8.455763259569955e-08,3.9134413409001883e-08,2.9129539707449113e-08
25.82,,,,,,,,6.983414533424117e-08,2.6377415492395365e-08,
26.55,,,,,,,,,,
27.27,,,,,,,,,,
28.0,,,,,,,,,,
