,40.0,40.67,41.33,42.0,42.67,43.33,44.0,44.67,45.33,46.0
20.0,,,,,,,,,,
20.73,,,,,,,,,,
21.45,,,,,,,,,,
22.18,,,,,,,,,,
22.91,,,,,,,,,,
23.64,,,,,,,,,,
24.36,,,,,,,1.0477579465430515e-06,5.336694466202778e-07,,1.1027262304804765e-07
25.09,,,,,,,2.2374926052278396e-07,8.3850292224379e-08,3.255920710400186e-08,
25.82,,,,,,,,,,
26.55,,,,,,,,,,
27.27,,,,,,,,3.166189541307749e-08,,
28.0,,,,,,,,,,
