,40.0,40.67,41.33,42.0,42.67,43.33,44.0,44.67,45.33,46.0
20.0,,,,,,,,,,
20.73,,,,,,,,,,
21.45,,,,,,,,,,
22.18,,,,,,,,,,
22.91,,,,,,,,,,
23.64,,,,,,,,,,
24.36,,,,,,,,1.9131668950915225e-07,6.42948599614348e-08,
25.09,,,,,,,,3.986315769511925e-08,2.1232538192538557e-08,9.996946020791025e-09
25.82,,,,,,,,2.396633068444801e-08,9.05244646821593e-09,
26.55,,,,,,,,,,
27.27,,,,,,,,,,
28.0,,,,,,,,,,
