,40.0,40.67,41.33,42.0,42.67,43.33,44.0,44.67,45.33,46.0
20.0,,,,,,,,,,
20.73,,,,,,,,,,
21.45,,,,,,,,,,
22.18,,,,,,,,,,
22.91,,,,,,,,,,
23.64,,,,,,,,,,
24.36,,,,,,,1.4570236800506953e-06,6.91480206027831e-07,,3.213172047785552e-07
25.09,,,,,,,4.74616384119553e-07,1.1321680057398093e-07,5.5192143102823114e-08,
25.82,,,,,,,,,,
26.55,,,,,,,,,,
27.27,,,,,,,,6.716113510371177e-08,,
28.0,,,,,,,,,,
