,40.0,40.67,41.33,42.0,42.67,43.33,44.0,44.67,45.33,46.0
20.0,,,,,,,,,,
20.73,,,,,,,,,,
21.45,,,,,,,,,,
22.18,,,,,,,,,,
22.91,,,,,,,,,,
23.64,,,,,,,,,,
24.36,,,,,,,3.375377177340295e-06,2.159565721448778e-06,,1.3309394404309063e-07
25.09,,,,,,,3.4744330728013923e-07,2.949921791394881e-07,6.822124069898553e-08,
25.82,,,,,,,,,,
26.55,,,,,,,,,,
27.27,,,,,,,,4.9165363189914684e-08,,
28.0,,,,,,,,,,
